MN_CRE106,MN_CRE111,MN_CRE112,MN_CRE11,MN_CRE124,MN_CRE127,MN_CRE128,MN_CRE129,MN_CRE12,MN_CRE131,MN_CRE132,MN_CRE133,MN_CRE134,MN_CRE137,MN_CRE138,MN_CRE142,MN_CRE143,MN_CRE144,MN_CRE145,MN_CRE146,MN_CRE147,MN_CRE150,MN_CRE151,MN_CRE153,MN_CRE156,MN_CRE157,MN_CRE158,MN_CRE159,MN_CRE15,MN_CRE161,MN_CRE162,MN_CRE163,MN_CRE169,MN_CRE174,MN_CRE178,MN_CRE179,MN_CRE184,MN_CRE188,MN_CRE189,MN_CRE18,MN_CRE190,MN_CRE196,MN_CRE197,MN_CRE198,MN_CRE19,MN_CRE203,MN_CRE204,MN_CRE205,MN_CRE207,MN_CRE209,MN_CRE20,MN_CRE210,MN_CRE214,MN_CRE215,MN_CRE216,MN_CRE219,MN_CRE220,MN_CRE221,MN_CRE222,MN_CRE223,MN_CRE225,MN_CRE226,MN_CRE227,MN_CRE229,MN_CRE22,MN_CRE230,MN_CRE232,MN_CRE235,MN_CRE236,MN_CRE237,MN_CRE238,MN_CRE23,MN_CRE240,MN_CRE241,MN_CRE243,MN_CRE248,MN_CRE249,MN_CRE250,MN_CRE30,MN_CRE31,MN_CRE36,MN_CRE39,MN_CRE3,MN_CRE40,MN_CRE41,MN_CRE42,MN_CRE47,MN_CRE4,MN_CRE50,MN_CRE60,MN_CRE63,MN_CRE67,MN_CRE6,MN_CRE73,MN_CRE76,MN_CRE77,MN_CRE78,MN_CRE81,MN_CRE82,MN_CRE83,MN_CRE94,MN_CRE97,TN_CRE104,TN_CRE106,TN_CRE10,TN_CRE110,TN_CRE111,TN_CRE112,TN_CRE113,TN_CRE114,TN_CRE117,TN_CRE121,TN_CRE125,TN_CRE126,TN_CRE12,TN_CRE131,TN_CRE134,TN_CRE136,TN_CRE142,TN_CRE144,TN_CRE145,TN_CRE148,TN_CRE150,TN_CRE153,TN_CRE155,TN_CRE21,TN_CRE24,TN_CRE25,TN_CRE29,TN_CRE37,TN_CRE39,TN_CRE3,TN_CRE40,TN_CRE41,TN_CRE42,TN_CRE44,TN_CRE50,TN_CRE51,TN_CRE53,TN_CRE56,TN_CRE58,TN_CRE59,TN_CRE64,TN_CRE66,TN_CRE70,TN_CRE72,TN_CRE74,TN_CRE76,TN_CRE77,TN_CRE79,TN_CRE7,TN_CRE82,TN_CRE85,TN_CRE86,TN_CRE88,TN_CRE89,TN_CRE94,TN_CRE95,TN_CRE99
18459,18564,18460,42,18139,18468,18421,18457,18453,37,36,18423,18457,18463,36,36,65124,18462,18455,18451,18380,18463,18453,18140,18468,18454,18462,18474,18458,47,18438,52,18454,18469,18465,18473,18449,18455,75580,18456,119510,18455,18460,18297,18459,18438,18457,18456,18458,44,18460,41,18458,18440,18444,18462,18459,18458,18130,0,18123,17997,4,18470,18453,18428,18461,18457,18452,18462,18405,18463,121370,18454,18453,18462,18453,18453,18441,18423,18454,18452,18454,18540,18530,18408,18445,18453,75580,18476,18460,18473,41,18452,18452,18459,18460,18452,18461,18451,18458,18472,436,59851,65215,19015,77703,19043,64601,550,112955,73473,433,18452,18445,72429,434,60136,18995,18450,76719,441,18181,431,439,434,76056,435,18439,74370,116791,63788,59612,116366,431,18457,432,433,65115,431,59269,19036,77371,59788,467,434,64624,59854,65247,57,18446,77624,59887,73180,59916,73437,59704,18463,65200
17545,17650,17546,18147,17229,17552,17502,17544,17543,18125,18144,17507,17542,17550,18134,18111,63415,17537,17541,17535,17467,17530,17516,17128,17557,17540,17546,17554,17547,18032,17520,18065,17540,17556,17544,17559,17545,17542,73166,17543,116168,17543,17548,17355,17547,17532,17544,17543,17546,18113,17548,18102,17545,17507,17508,17547,17545,17546,6,18123,0,15,18011,17557,17542,17508,17547,17542,17539,17550,17459,17533,117875,17539,17539,17548,17542,17540,17544,17515,17540,17538,17542,17615,17608,17494,17541,17540,73272,17560,17529,17560,18131,17540,17539,17543,17549,17514,17546,17528,17543,17554,17987,58234,63471,18007,75097,18049,62822,18022,109651,71225,17865,17544,17530,70171,18026,58520,17980,17522,74049,17900,17255,17915,17972,17964,73605,17828,17520,72065,112431,62126,58001,113088,17889,17550,17923,17930,63320,17934,57619,17982,74944,58182,18044,17981,62916,58230,63381,18111,17525,75188,58294,70924,58300,71180,58118,17548,63427
17187,17291,17189,18015,16901,17194,17148,17186,17186,17989,18012,17150,17185,17191,18003,17975,63303,17181,17184,17180,17115,17189,17185,16801,17199,17183,17191,17196,17189,17901,17164,17931,17183,17200,17196,17202,17187,17185,73037,17185,115987,17187,17191,17014,17189,17175,17186,17185,17188,17978,17189,17968,17187,17171,17171,17190,17188,17187,10,17997,15,0,17884,17200,17185,17155,17190,17186,17181,17192,17103,17190,117682,17182,17182,17190,17184,17182,17190,17161,17183,17181,17184,17273,17275,17152,17186,17181,73127,17204,17187,17202,17993,17185,17181,17187,17191,17183,17189,17183,17185,17196,17860,58128,63348,17827,74944,17866,62700,17895,109488,71080,17740,17194,17183,70024,17898,58416,17801,17179,73910,17781,16930,17789,17847,17837,73460,17703,17183,71947,112274,62000,57893,112931,17764,17193,17799,17804,63207,17809,57511,17802,74796,58074,17916,17856,62786,58122,63256,17984,17181,75074,58187,70779,58193,71033,58013,17194,63299
18239,18340,18241,47,17924,18248,18202,18237,18233,39,38,18204,18237,18243,40,33,65028,18242,18235,18231,18165,18239,18233,17921,18250,18234,18242,18250,18238,47,18218,48,18234,18251,18245,18253,18229,18235,75455,18236,119384,18235,18240,18077,18239,18214,18237,18236,18239,46,18240,41,18238,18221,18221,18242,18239,18238,18016,4,18011,17884,0,18249,18236,18208,18241,18235,18232,18241,18184,18243,121241,18234,18233,18242,18233,18233,18240,18202,18234,18232,18233,18334,18330,18189,18228,18233,75469,18255,18240,18255,42,18235,18232,18238,18241,18232,18241,18232,18237,18248,427,59764,65118,18920,77601,18941,64506,539,112859,73374,420,18241,18230,72322,427,60048,18897,18230,76602,424,17966,421,425,423,75945,421,18233,74260,116698,63690,59525,116287,417,18240,422,421,65018,423,59180,18936,77259,59702,453,425,64525,59767,65154,58,18228,77508,59799,73078,59828,73334,59615,18241,65101
29,146,33,18579,34,39,30,26,26,18546,18567,33,28,35,18540,18492,63687,34,23,21,33,34,25,33,45,23,29,40,21,18313,63,18387,23,42,39,49,35,25,73519,25,117431,29,31,29,29,31,26,25,28,18410,29,18448,27,70,71,31,28,29,17473,18470,17557,17200,18249,0,25,37,30,26,21,32,32,32,118630,24,22,33,24,22,34,33,23,21,24,139,137,34,34,22,73660,46,30,45,18533,28,30,29,35,23,32,23,27,39,18239,58667,63731,17884,75742,17985,62947,18270,110333,71772,18014,89,74,70570,18338,59025,17837,70,74782,18113,395,18124,18248,18217,74077,17930,75,72582,113826,62157,58421,113804,18055,80,18125,18131,63578,18154,57985,17883,75627,58601,18373,18213,63065,58675,63665,18464,72,75935,58745,71432,58762,71709,58517,90,63693
12,132,18,18568,21,24,13,7,9,18534,18556,16,11,21,18529,18481,63675,19,8,4,20,17,8,16,30,6,15,25,12,18299,48,18374,6,28,23,32,20,8,73600,6,117420,12,14,13,12,14,7,6,12,18399,13,18436,10,54,57,14,11,13,17457,18453,17542,17185,18236,25,0,20,13,8,4,16,15,16,118637,7,3,18,7,5,19,18,6,4,5,124,122,18,20,6,73642,31,14,31,18524,11,16,14,20,6,17,6,10,23,18227,58654,63715,17879,75757,17981,62935,18257,110392,71759,18003,74,60,70557,18325,59013,17835,54,74783,18100,379,18113,18234,18206,74065,17918,62,72570,113812,62146,58409,113847,18042,67,18113,18120,63570,18143,57973,17878,75625,58589,18359,18201,63053,58663,63652,18451,59,75962,58733,71419,58750,71690,58505,74,63676
24,144,30,18536,32,35,9,21,21,18506,18524,12,23,32,18500,18450,63677,30,20,16,31,29,20,27,41,18,26,36,24,18275,59,18347,18,38,14,44,31,20,73423,20,117180,24,26,24,24,26,21,20,23,18368,24,18409,22,65,67,26,23,24,17426,18428,17508,17155,18208,37,20,0,25,21,16,27,21,27,118405,19,17,29,19,17,30,29,18,16,19,136,134,29,31,17,73455,42,25,41,18493,23,27,25,30,18,28,18,22,35,18198,58646,63722,17847,75581,17944,62937,18225,110196,71573,17972,85,71,70373,18298,59005,17799,64,74604,18071,390,18080,18203,18175,73894,17889,72,72374,113604,62143,58400,113645,18014,78,18083,18090,63571,18112,57964,17843,75451,58580,18333,18169,63054,58649,63652,18423,69,75786,58724,71237,58740,71513,58496,86,63675
17,137,23,18576,25,29,18,14,14,18542,18564,21,16,25,18537,18488,63681,24,13,9,25,22,11,21,35,11,19,30,17,18304,53,18379,11,32,27,37,25,11,73610,13,117435,17,19,17,13,19,14,13,12,18407,1,18445,11,59,61,15,12,13,17462,18461,17547,17190,18241,30,13,25,0,14,9,20,20,21,118652,12,10,23,12,10,24,23,11,9,12,129,127,23,25,10,73653,36,19,35,18531,16,21,19,25,9,22,9,15,28,18233,58660,63725,17885,75761,17987,62941,18262,110396,71763,18007,79,65,70561,18331,59019,17840,59,74784,18106,384,18118,18241,18211,74069,17923,66,72574,113816,62151,58414,113849,18047,72,18118,18125,63575,18148,57978,17882,75630,58594,18365,18206,63059,58668,63659,18457,63,75964,58738,71423,58755,71697,58510,80,63682
13,131,17,18572,22,26,12,10,8,18538,18558,17,10,22,18531,18482,63676,20,9,5,21,16,7,15,31,7,14,27,11,18300,50,18373,5,29,24,31,22,8,73610,9,117430,11,13,11,13,13,8,7,11,18401,12,18441,11,55,57,13,12,12,17459,18457,17542,17186,18235,26,8,21,14,0,5,15,16,16,118648,6,6,18,7,5,20,19,5,4,6,124,123,20,20,7,73652,32,15,31,18526,10,17,15,20,7,19,7,11,25,18227,58656,63720,17879,75759,17983,62936,18257,110391,71759,18002,74,60,70556,18325,59015,17834,54,74782,18100,378,18112,18233,18205,74066,17919,65,72569,113811,62146,58410,113848,18041,67,18112,18119,63570,18142,57974,17878,75627,58590,18359,18200,63054,58664,63653,18451,61,75960,58734,71418,58751,71693,58506,73,63681
8,128,14,18569,16,20,9,5,5,18533,18555,12,7,16,18528,18479,63673,15,4,0,16,13,4,12,26,2,11,21,8,18295,44,18370,2,23,18,28,16,4,73606,4,117425,8,10,8,8,10,5,4,7,18398,8,18436,6,50,50,10,7,8,17454,18452,17539,17181,18232,21,4,16,9,5,0,11,11,12,118645,3,1,14,3,1,15,14,2,0,3,121,118,14,16,1,73647,28,11,26,18522,7,13,10,16,2,13,2,6,19,18224,58653,63717,17876,75756,17980,62933,18253,110388,71756,17998,70,56,70553,18322,59012,17831,50,74779,18097,375,18109,18232,18202,74061,17914,58,72566,113807,62143,58407,113843,18038,63,18109,18116,63567,18139,57971,17877,75622,58587,18356,18197,63051,58661,63650,18448,54,75957,58731,71415,58748,71690,58503,71,63678
19,139,25,18577,27,32,20,16,17,18542,18564,23,18,27,18538,18488,63679,26,15,11,26,24,15,23,37,13,22,32,19,18304,56,18379,13,34,29,39,27,15,73615,15,117431,19,22,19,19,21,16,15,18,18407,19,18444,17,61,62,21,18,19,17464,18462,17550,17192,18241,32,16,27,20,15,11,0,22,23,118654,14,12,25,14,12,26,25,13,11,14,132,129,26,27,12,73654,39,22,37,18531,18,24,21,27,13,24,13,17,30,18233,58657,63723,17885,75765,17988,62939,18261,110398,71762,18007,81,67,70560,18331,59016,17840,62,74787,18106,386,18118,18239,18211,74070,17923,69,72573,113815,62150,58411,113853,18047,75,18118,18125,63573,18148,57975,17883,75629,58591,18364,18206,63058,58665,63657,18457,65,75964,58735,71421,58752,71697,58508,80,63683
18,138,24,18520,27,31,14,16,16,18485,18506,17,18,26,18479,18430,63474,26,15,11,27,23,14,23,37,13,22,32,19,18249,55,18323,13,34,23,39,27,14,73346,15,116941,19,21,19,19,21,16,15,18,18349,19,18387,17,60,62,21,18,19,17374,18405,17459,17103,18184,32,15,21,20,16,11,22,0,22,118118,14,12,25,14,12,26,25,13,11,14,132,129,25,27,12,73370,39,22,37,18475,18,24,21,26,13,24,13,16,30,18179,58457,63519,17789,75460,17892,62736,18207,109866,71493,17953,81,67,70294,18277,58816,17742,60,74397,18051,382,18063,18185,18155,73786,17869,69,72262,113269,61955,58214,113291,17994,74,18063,18071,63367,18092,57777,17791,75343,58394,18312,18151,62853,58466,63451,18398,65,75678,58536,71151,58553,71427,58307,82,63477
20,139,26,18580,22,25,21,17,17,18544,18566,24,19,28,18539,18490,63705,20,16,12,20,25,16,23,31,14,23,26,20,18307,49,18382,14,28,29,40,15,16,73641,16,117458,19,22,20,20,21,17,16,18,18409,20,18448,18,57,59,22,19,19,17463,18463,17533,17190,18243,32,16,27,21,16,12,23,22,0,118678,15,14,19,15,13,19,13,14,12,16,132,129,14,15,14,73683,27,17,25,18533,18,18,15,21,14,18,14,18,25,18207,58686,63749,17860,75732,17963,62965,18264,110423,71764,18009,73,61,70561,18308,59045,17815,56,74784,18093,381,18110,18213,18188,74070,17919,63,72599,113800,62175,58440,113854,18049,68,18110,18127,63597,18134,58004,17858,75593,58620,18338,18208,63083,58694,63682,18432,59,75901,58764,71423,58781,71698,58536,72,63712
118651,118737,118652,121399,116829,118671,118439,118648,118647,121372,121390,118436,118649,118654,121381,121364,101604,118655,118638,118633,118032,118607,118633,116397,118663,118641,118647,118606,118650,121260,118611,121302,118644,118663,118654,118652,118484,118636,117957,118648,23262,118627,118646,117689,118644,118273,118648,118649,118643,121365,118654,121333,118645,118611,118617,118644,118651,118645,117847,121370,117875,117682,121241,118630,118637,118405,118652,118648,118645,118654,118118,118678,0,118646,118644,118677,118646,118645,118610,118357,118631,118643,118648,118709,118671,118227,118452,118645,118561,118685,118647,118666,121359,118629,118614,118671,118676,118631,118657,118634,118644,118651,121170,93412,101591,119324,121126,119326,101194,121217,21712,114573,121063,118644,118637,113922,121205,93616,119296,118664,119907,121030,117740,121126,121166,121164,119897,121000,118606,116209,22243,100718,93254,22511,121065,118658,121129,121110,101485,121139,93055,119284,120760,93408,121227,121196,101274,93418,101395,121353,118609,120930,93426,114369,93442,114517,93311,118679,101545
7,127,13,18571,19,23,12,8,8,18535,18557,15,6,15,18530,18481,63673,18,7,3,19,12,7,11,29,5,14,24,11,18297,47,18372,5,26,21,31,19,7,73607,7,117427,11,13,11,11,13,8,7,10,18400,11,18438,9,53,53,13,10,11,17454,18454,17539,17182,18234,24,7,19,12,6,3,14,14,15,118646,0,4,17,6,4,18,17,5,3,6,124,121,17,19,4,73648,31,14,29,18524,10,16,13,19,5,16,5,5,22,18226,58652,63717,17878,75757,17982,62933,18255,110390,71757,18000,73,59,70554,18324,59011,17833,53,74780,18099,378,18111,18232,18204,74062,17916,61,72567,113808,62143,58406,113846,18040,66,18111,18118,63567,18141,57970,17877,75623,58586,18358,18199,63051,58660,63651,18450,57,75958,58730,71416,58747,71691,58502,72,63678
9,129,15,18570,18,22,10,4,6,18534,18556,13,8,17,18529,18480,63673,17,5,1,18,14,5,13,28,3,12,23,9,18296,46,18371,3,25,19,29,18,5,73606,3,117425,9,11,9,9,11,4,3,8,18399,9,18437,7,52,53,11,8,9,17454,18453,17539,17182,18233,22,3,17,10,6,1,12,12,14,118644,4,0,16,4,2,17,16,3,1,2,122,119,16,18,2,73647,30,13,28,18523,8,15,12,18,3,15,3,7,21,18225,58653,63717,17877,75756,17981,62933,18254,110388,71756,17999,72,58,70553,18323,59012,17832,52,74779,18098,376,18110,18233,18203,74061,17915,60,72566,113806,62143,58407,113843,18039,65,18110,18117,63567,18140,57971,17878,75622,58587,18357,18198,63051,58661,63651,18449,56,75957,58731,71415,58748,71690,58503,73,63678
22,142,28,18579,22,26,23,19,19,18543,18565,26,21,30,18538,18489,63706,21,18,14,22,27,18,26,30,16,25,27,21,18306,50,18381,16,29,31,42,22,18,73640,18,117456,21,24,21,22,23,19,18,20,18408,22,18447,20,56,57,24,21,21,17463,18462,17548,17190,18242,33,18,29,23,18,14,25,25,19,118677,17,16,0,17,15,19,20,16,14,18,133,130,21,22,16,73681,34,18,32,18531,20,19,4,21,16,1,16,20,24,18234,58684,63750,17882,75790,17986,62966,18262,110419,71763,18008,76,62,70560,18333,59043,17837,57,74788,18108,382,18119,18241,18212,74070,17924,64,72598,113816,62176,58438,113872,18047,69,18119,18126,63600,18149,58002,17881,75631,58618,18365,18207,63084,58692,63683,18458,60,75966,58762,71422,58779,71697,58534,75,63711
11,131,17,18570,19,23,12,8,6,18534,18556,15,10,19,18529,18480,63675,18,7,3,19,16,7,15,29,5,14,24,11,18296,47,18371,5,26,21,31,19,7,73608,7,117426,5,7,5,11,7,8,7,10,18399,11,18437,9,53,53,13,10,11,17457,18453,17542,17184,18233,24,7,19,12,7,3,14,14,15,118646,6,4,17,0,4,18,17,5,3,6,124,121,17,19,4,73649,31,14,29,18523,10,16,13,19,5,16,5,9,22,18225,58655,63719,17877,75758,17981,62936,18254,110389,71758,17999,73,59,70556,18323,59014,17832,53,74781,18098,378,18110,18232,18204,74064,17916,61,72569,113810,62145,58409,113844,18040,66,18110,18118,63569,18141,57973,17877,75624,58589,18357,18198,63053,58663,63652,18449,57,75959,58733,71417,58750,71692,58505,73,63681
9,129,15,18570,17,21,10,6,6,18534,18556,13,8,17,18529,18480,63674,16,5,1,17,14,5,13,27,3,12,22,9,18296,45,18371,3,24,19,29,17,5,73606,5,117426,9,11,9,9,11,6,5,8,18399,9,18437,7,51,52,11,8,9,17455,18453,17540,17182,18233,22,5,17,10,5,1,12,12,13,118645,4,2,15,4,0,16,15,3,1,4,122,119,15,17,2,73647,29,12,27,18523,8,14,11,17,3,14,3,7,20,18225,58654,63718,17877,75757,17981,62934,18254,110388,71757,17999,71,57,70554,18323,59013,17832,51,74779,18098,376,18110,18232,18203,74061,17915,59,72566,113808,62144,58408,113843,18039,64,18110,18117,63568,18140,57972,17877,75622,58588,18357,18198,63052,58662,63651,18449,55,75957,58732,71416,58749,71691,58504,71,63679
23,143,27,18554,24,27,24,20,20,18520,18542,27,22,29,18516,18468,63701,22,19,15,23,28,19,27,17,17,25,28,22,18305,50,18377,17,30,32,41,23,18,73617,19,117409,22,25,22,23,24,20,19,21,18386,23,18425,21,56,57,25,22,20,17458,18441,17544,17190,18240,34,19,30,24,20,15,26,26,19,118610,18,17,19,18,16,0,21,17,15,19,133,131,22,23,17,73658,34,18,33,18509,21,19,15,23,17,18,17,21,11,18227,58679,63746,17872,75780,17969,62965,18258,110412,71748,18004,77,63,70548,18325,59039,17830,58,74773,18103,383,18114,18236,18207,74057,17923,64,72588,113809,62176,58435,113869,18044,70,18114,18122,63598,18137,58000,17871,75620,58614,18361,18202,63082,58689,63678,18452,61,75946,58760,71407,58777,71676,58531,77,63709
22,141,28,18531,21,26,23,19,19,18497,18518,25,21,30,18492,18444,63467,20,18,14,22,27,18,26,32,16,24,27,21,18266,49,18341,16,29,31,42,5,18,73445,18,117176,21,24,21,22,23,19,18,20,18361,22,18400,20,56,56,24,21,21,17431,18423,17515,17161,18202,33,18,29,23,19,14,25,25,13,118357,17,16,20,17,15,21,0,16,14,18,132,130,3,6,16,73448,27,17,26,18484,20,18,16,22,16,19,16,20,26,18197,58457,63521,17862,75563,17963,62740,18221,110124,71529,17971,74,61,70325,18297,58809,17816,56,74585,18071,382,18082,18205,18175,73847,17887,62,72380,113537,61951,58213,113584,18011,68,18082,18089,63373,18112,57775,17860,75405,58384,18329,18170,62856,58463,63456,18418,59,75734,58537,71189,58552,71459,58309,74,63489
10,130,16,18568,18,22,11,7,7,18534,18556,14,9,18,18529,18480,63674,17,6,2,18,15,6,14,28,4,12,23,10,18297,46,18372,4,25,20,30,18,6,73606,6,117420,10,12,10,10,12,7,6,9,18400,10,18437,8,52,52,12,9,10,17455,18454,17540,17183,18234,23,6,18,11,5,2,13,13,14,118631,5,3,16,5,3,17,16,0,2,5,120,118,16,18,3,73647,29,12,28,18523,9,14,12,18,4,15,4,8,21,18226,58654,63718,17878,75756,17982,62934,18255,110386,71755,18000,72,58,70552,18323,59013,17833,52,74778,18098,377,18110,18231,18203,74060,17916,59,72564,113803,62144,58408,113842,18040,65,18110,18118,63568,18140,57972,17877,75621,58588,18357,18199,63052,58662,63652,18449,56,75956,58732,71414,58749,71689,58504,71,63679
8,128,14,18569,17,20,9,5,5,18533,18555,12,7,16,18528,18479,63673,15,4,0,16,13,4,12,26,2,11,21,8,18295,44,18370,2,23,18,28,16,4,73606,4,117427,8,10,8,8,10,5,4,7,18398,8,18436,6,50,52,10,7,8,17454,18452,17538,17181,18232,21,4,16,9,4,0,11,11,12,118643,3,1,14,3,1,15,14,2,0,3,120,118,14,16,1,73647,27,10,26,18522,7,12,10,16,2,13,2,6,19,18224,58653,63717,17876,75756,17980,62933,18253,110388,71756,17998,70,56,70553,18322,59012,17831,50,74779,18097,375,18109,18231,18202,74061,17914,57,72566,113808,62143,58407,113843,18038,63,18109,18116,63567,18139,57971,17876,75622,58587,18356,18197,63051,58661,63650,18448,54,75957,58731,71415,58748,71690,58503,70,63678
11,130,17,18570,20,24,12,6,8,18534,18556,15,10,19,18529,18480,63674,19,7,3,20,16,7,15,30,5,14,25,11,18296,48,18371,5,27,21,31,20,7,73608,5,117428,11,13,11,11,13,6,5,10,18399,11,18437,9,54,55,13,10,11,17457,18454,17542,17184,18233,24,5,19,12,6,3,14,14,16,118648,6,2,18,6,4,19,18,5,3,0,124,121,18,20,4,73648,32,15,30,18523,10,17,14,20,5,17,5,9,23,18225,58654,63718,17879,75759,17982,62934,18254,110391,71758,17999,74,60,70555,18323,59013,17833,54,74783,18098,376,18110,18231,18203,74063,17915,62,72567,113810,62144,58408,113846,18039,67,18110,18117,63568,18140,57972,17877,75624,58588,18357,18198,63052,58662,63651,18449,58,75959,58732,71417,58749,71693,58504,73,63679
129,247,134,18663,136,137,130,126,126,18632,18647,133,128,136,18611,18571,63739,134,124,119,133,132,124,131,144,121,130,139,126,18396,161,18465,122,140,138,149,135,125,73688,125,117484,129,131,127,128,129,125,124,128,18494,128,18536,127,168,170,130,127,128,17548,18540,17615,17273,18334,139,124,136,129,124,121,132,132,132,118709,124,122,133,124,122,133,132,120,120,124,0,57,131,134,122,73726,145,128,144,18614,127,130,128,134,123,131,123,127,138,18293,58710,63781,17947,75791,18044,62993,18339,110457,71841,18096,185,173,70635,18385,59076,17901,167,74858,18174,485,18183,18300,18276,74147,18004,174,72638,113867,62207,58463,113908,18136,179,18191,18206,63626,18219,58030,17937,75670,58648,18418,18293,63109,58718,63715,18518,171,75965,58788,71500,58810,71777,58563,183,63736
126,245,132,18652,133,134,127,123,123,18620,18635,130,125,134,18601,18562,63730,131,122,116,131,129,122,128,142,118,128,135,124,18392,158,18461,120,137,136,146,131,122,73648,122,117448,126,128,125,126,127,123,122,125,18482,126,18524,124,166,168,128,125,126,17543,18530,17608,17275,18330,137,122,134,127,123,118,129,129,129,118671,121,119,130,121,119,131,130,118,118,121,57,0,129,132,119,73685,143,125,142,18602,125,128,126,130,120,129,120,124,136,18286,58694,63775,17943,75786,18038,62994,18338,110454,71840,18095,182,170,70635,18378,59071,17899,165,74834,18173,486,18179,18297,18272,74146,18003,171,72637,113872,62199,58458,113912,18135,177,18190,18204,63625,18216,58027,17937,75646,58642,18414,18288,63108,58699,63700,18509,168,75937,58781,71494,58799,71772,58557,183,63732
22,140,28,18524,24,27,23,19,19,18488,18510,25,21,31,18483,18434,63396,21,18,14,22,27,18,26,33,16,24,28,22,18251,49,18327,16,31,32,42,6,18,73369,18,117052,21,24,23,22,23,19,18,21,18353,23,18392,20,57,60,24,21,22,17424,18408,17494,17152,18189,34,18,29,23,20,14,26,25,14,118227,17,16,21,17,15,22,3,16,14,18,131,129,0,7,17,73378,28,18,28,18478,20,19,17,23,16,20,16,20,27,18155,58388,63450,17829,75506,17932,62669,18207,109985,71455,17958,72,61,70251,18256,58739,17784,56,74511,18041,382,18058,18163,18136,73849,17867,63,72305,113386,61879,58144,113424,17997,68,18058,18075,63299,18082,57706,17829,75369,58315,18284,18156,62785,58394,63384,18377,60,75672,58468,71114,58483,71384,58240,73,63420
24,143,30,18553,23,27,25,21,21,18518,18540,27,23,32,18515,18469,63583,23,20,15,24,28,20,27,34,17,26,28,22,18291,51,18367,18,30,33,44,5,20,73534,20,117231,23,26,23,24,25,21,20,22,18383,24,18423,22,58,58,26,23,23,17457,18445,17541,17186,18228,34,20,31,25,20,16,27,27,15,118452,19,18,22,19,17,23,6,18,16,20,134,132,7,0,18,73540,29,18,28,18507,22,20,18,23,18,21,18,22,28,18221,58571,63619,17878,75661,17979,62854,18246,110232,71652,17995,77,63,70448,18320,58924,17832,58,74695,18095,383,18105,18228,18199,73961,17910,63,72493,113646,62064,58326,113699,18034,69,18105,18113,63485,18136,57889,17876,75516,58500,18353,18194,62970,58569,63569,18443,61,75842,58650,71310,58666,71572,58422,76,63595
9,129,15,18570,19,23,10,6,7,18534,18556,13,8,17,18530,18480,63673,17,5,1,18,14,5,13,28,3,12,23,9,18296,47,18371,1,25,19,29,18,5,73606,5,117427,9,12,9,9,11,6,5,8,18399,9,18437,7,52,54,11,8,9,17454,18453,17540,17181,18233,22,6,17,10,7,1,12,12,14,118645,4,2,16,4,2,17,16,3,1,4,122,119,17,18,0,73647,30,13,28,18523,8,15,12,18,3,15,3,7,21,18225,58653,63717,17876,75756,17980,62933,18254,110387,71756,17999,72,58,70553,18323,59012,17832,53,74779,18098,376,18110,18233,18203,74061,17915,60,72566,113808,62143,58407,113842,18039,66,18110,18117,63567,18140,57971,17877,75622,58587,18357,18198,63051,58661,63650,18449,56,75957,58731,71415,58748,71690,58503,73,63678
73655,73750,73656,75597,72326,73684,73461,73652,73648,75574,75598,73463,73651,73658,75581,75560,19752,73684,73649,73644,73345,73643,73650,72489,73675,73636,73650,73666,73650,75496,73639,75522,73649,73678,73659,73661,73580,73651,24322,73651,117066,73644,73653,73130,73655,73450,73652,73651,73653,75575,73654,75545,73652,73644,73646,73654,73648,73652,73238,75580,73272,73127,75469,73660,73642,73455,73653,73652,73647,73654,73370,73683,118561,73648,73647,73681,73649,73647,73658,73448,73647,73647,73648,73726,73685,73378,73540,73647,0,73691,73678,73683,75568,73635,73662,73672,73682,73649,73679,73649,73652,73673,75454,18010,19775,74486,24876,74495,19672,75500,111401,23565,75363,73657,73651,23359,75480,18053,74483,73671,24496,75347,73096,75405,75439,75442,24772,75332,73615,25009,115214,19537,17954,115168,75351,73676,75394,75397,19699,75429,17922,74487,25016,18006,75474,75462,19654,17957,19664,75564,73635,25083,17999,23475,18005,23540,17958,73684,19709
36,155,41,18589,34,39,37,33,33,18556,18576,40,35,43,18551,18504,63716,35,31,27,34,40,31,39,45,29,37,41,34,18323,64,18396,29,42,44,56,30,32,73648,32,117465,35,38,35,35,37,32,31,34,18419,35,18458,34,71,71,37,34,34,17477,18476,17560,17204,18255,46,31,42,36,32,28,39,39,27,118685,31,30,34,31,29,34,27,29,27,32,145,143,28,29,30,73691,0,30,11,18543,33,31,29,36,30,32,30,34,39,18249,58697,63762,17899,75803,18000,62978,18278,110431,71774,18023,89,75,70571,18350,59056,17852,70,74802,18123,395,18134,18256,18227,74081,17939,76,72611,113827,62188,58451,113882,18063,82,18134,18141,63612,18164,58015,17897,75643,58631,18381,18222,63096,58705,63695,18473,73,75977,58775,71433,58792,71708,58547,88,63723
